Area,Year,Population,Data quality rating,Data quality,Type of primary data,Data footnote,Modifications,Modification footnote,Source of gapminder
Ukraine,1984,"50,769,375",,NA,NA,,NA,,Maddison on-line
Ukraine,1985,"50,944,248",,NA,NA,,NA,,Maddison on-line
Ukraine,1986,"51,095,072",,NA,NA,,NA,,Maddison on-line
Ukraine,1987,"51,218,101",,NA,NA,,NA,,Maddison on-line
Ukraine,1988,"51,422,963",,NA,NA,,NA,,Maddison on-line
Ukraine,1989,"51,501,478",,NA,NA,,NA,,Maddison on-line
Ukraine,1990,"51,622,275",,NA,NA,,NA,,Maddison on-line
Ukraine,1991,"51,730,355",,NA,NA,,NA,,Maddison on-line
Ukraine,1992,"51,869,109",,NA,NA,,NA,,Maddison on-line
Ukraine,1993,"51,887,112",,NA,NA,,NA,,Maddison on-line
Ukraine,1994,"51,637,611",,NA,NA,,NA,,Maddison on-line
Ukraine,1995,"51,247,259",,NA,NA,,NA,,Maddison on-line
Ukraine,1996,"50,812,520",,NA,NA,,NA,,Maddison on-line
Ukraine,1997,"50,369,926",,NA,NA,,NA,,Maddison on-line
Ukraine,1998,"49,938,798",,NA,NA,,NA,,Maddison on-line
Ukraine,1999,"49,487,245",,NA,NA,,NA,,Maddison on-line
Ukraine,2000,"49,007,559",,NA,NA,,NA,,Maddison on-line
Ukraine,2001,"48,510,505",,NA,NA,,NA,,Maddison on-line
Ukraine,2002,"48,058,877",,NA,NA,,NA,,Maddison on-line
Ukraine,2003,"47,668,303",,NA,NA,,NA,,Maddison on-line
Ukraine,2004,"47,309,706",,NA,NA,,NA,,Maddison on-line
Ukraine,2005,"46,996,765",,NA,NA,,NA,,Maddison on-line
Ukraine,2006,"46,710,816",,NA,NA,,NA,,Maddison on-line
Ukraine,2007,"46,435,909",,NA,NA,,NA,,Maddison on-line
Ukraine,2008,"46,170,273",,NA,NA,,Temporal extrapolation,,Maddison on-line
Ukraine,2030,"40,341,586",,NA,NA,,Temporal extrapolation,,Maddison on-line
United Arab Emirates,1800,"40,153",5,Very poor,Arbitrary guess,,,,No data
United Arab Emirates,1820,"40,153",,NA,NA,,Geographical interpolation,Very rough (more than 50 years),Maddison (2003)
United Arab Emirates,1870,"40,153",,NA,NA,,Geographical interpolation,Very rough (more than 50 years),Maddison (2003)
United Arab Emirates,1913,"50,995",,NA,NA,,Geographical interpolation,"Rough (more than 10 years, 50 years or less)",Maddison (2003)
United Arab Emirates,1950,"71,520",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1951,"73,298",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1952,"75,273",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1953,"77,480",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1954,"79,947",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1955,"82,715",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1956,"85,831",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1957,"89,353",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1958,"93,340",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1959,"97,870",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1960,"103,048",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1961,"108,989",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1962,"115,827",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1963,"123,751",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1964,"132,980",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1965,"143,798",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1966,"156,574",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1967,"171,745",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1968,"190,974",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1969,"217,858",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1970,"249,369",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1971,"288,136",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1972,"336,325",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1973,"391,337",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1974,"453,222",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1975,"522,571",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1976,"598,023",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1977,"683,672",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1978,"778,736",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1979,"884,040",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1980,"1,000,285",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1981,"1,100,356",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1982,"1,203,634",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1983,"1,315,978",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1984,"1,437,950",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1985,"1,570,219",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1986,"1,713,616",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1987,"1,778,365",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1988,"1,839,339",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1989,"1,896,774",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1990,"1,950,792",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1991,"2,001,524",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1992,"2,048,857",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1993,"2,093,393",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1994,"2,135,896",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1995,"2,176,370",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1996,"2,215,556",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1997,"2,254,266",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1998,"2,292,669",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,1999,"2,330,923",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,2000,"2,369,153",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,2001,"2,407,460",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,2002,"2,445,989",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,2003,"2,484,818",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,2004,"2,523,915",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,2005,"2,563,212",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,2006,"2,602,713",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,2007,"2,642,566",,NA,NA,,NA,,Maddison on-line
United Arab Emirates,2008,"2,682,747",,NA,NA,,Temporal extrapolation,,Maddison on-line
United Arab Emirates,2030,"3,367,126",,NA,NA,,Temporal extrapolation,,Maddison on-line
United Kingdom,1600,"5,458,466",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1700,"7,195,297",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1820,"16,186,397",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1821,"16,427,955",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1822,"16,661,282",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1823,"16,897,898",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1824,"17,139,513",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1825,"17,381,418",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1826,"17,629,610",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1827,"17,858,803",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1828,"18,093,284",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1829,"18,329,053",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1830,"18,569,823",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1831,"18,811,881",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1832,"19,028,016",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1833,"19,246,151",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1834,"19,468,285",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1835,"19,691,420",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1836,"19,918,844",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1837,"20,136,267",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1838,"20,354,979",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1839,"20,578,690",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1840,"20,804,402",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1841,"21,027,114",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1842,"21,284,460",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1843,"21,504,941",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1844,"21,751,903",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1845,"21,994,095",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1846,"22,231,076",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1847,"22,279,863",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1848,"22,246,880",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1849,"22,266,109",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1850,"22,287,069",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1851,"22,310,067",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1852,"22,567,009",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1853,"22,837,200",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1854,"23,117,738",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1855,"23,417,123",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1856,"23,728,007",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1857,"23,974,430",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1858,"24,230,353",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1859,"24,488,987",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1860,"24,746,160",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1861,"25,009,641",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1862,"25,291,179",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1863,"25,561,448",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1864,"25,828,236",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1865,"26,107,967",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1866,"26,385,197",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1867,"26,667,813",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1868,"26,955,755",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1869,"27,249,851",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1870,"27,544,197",,NA,NA,,Recalculated to fit present borders,"Very rough (recalculations include geographical interpolation, for sizeble part of country, 50 years or more)",Maddison on-line
United Kingdom,1871,"27,844,139",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1872,"28,050,928",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1873,"28,385,947",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1874,"28,730,581",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1875,"29,082,812",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1876,"29,444,523",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1877,"29,814,831",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1878,"30,173,677",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1879,"30,557,062",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1880,"30,920,888",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1881,"31,273,446",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1882,"31,576,465",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1883,"31,875,253",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1884,"32,184,118",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1885,"32,500,733",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1886,"32,822,214",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1887,"33,142,079",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1888,"33,464,925",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1889,"33,793,233",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1890,"34,127,982",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1891,"34,472,021",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1892,"34,836,751",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1893,"35,211,963",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1894,"35,593,770",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1895,"35,976,405",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1896,"36,367,212",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1897,"36,763,751",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1898,"37,166,289",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
United Kingdom,1899,"37,569,674",,NA,NA,,Recalculated to fit present borders,"Rough (recalculations include geographical interpolation, for sizeble part of country, more than 10 years, 50 years or less)",Maddison on-line
